DatoNokkel;Organisasjonsnokkel;Stillingsgruppe;Aarsverk;FagligeAarsverk;Scenario
20260701;I019K1;REKR;0.0;0.0;Actual
20260701;I019K1;ADM;85.11;0.0;Actual
20260701;I019K1;TEK;16.64;0.0;Actual
20260801;I019K1;PROF;2.05;2.05;Actual
20260801;I019K1;FORST;2.08;2.08;Actual
20260801;I019K1;REKR;0.0;0.0;Actual
20260801;I019K1;ADM;83.5;0.0;Actual
20260801;I019K1;TEK;16.26;0.0;Actual
20260901;I019K1;PROF;2.06;2.06;Actual
20260901;I019K1;FORST;2.13;2.13;Actual
20260901;I019K1;REKR;0.0;0.0;Actual
20260901;I019K1;ADM;85.35;0.0;Actual
20260901;I019K1;TEK;16.69;0.0;Actual
20261001;I019K1;PROF;2.11;2.11;Actual
20261001;I019K1;FORST;2.04;2.04;Actual
20261001;I019K1;REKR;0.0;0.0;Actual
20261001;I019K1;ADM;81.8;0.0;Actual
20261001;I019K1;TEK;16.47;0.0;Actual
20261101;I019K1;PROF;2.12;2.12;Actual
20261101;I019K1;FORST;2.12;2.12;Actual
20261101;I019K1;REKR;0.0;0.0;Actual
20261101;I019K1;ADM;85.39;0.0;Actual
20261101;I019K1;TEK;17.0;0.0;Actual
20261201;I019K1;PROF;2.11;2.11;Actual
20261201;I019K1;FORST;2.07;2.07;Actual
20261201;I019K1;REKR;0.0;0.0;Actual
20261201;I019K1;ADM;84.34;0.0;Actual
20261201;I019K1;TEK;16.43;0.0;Actual
20260101;I020K1;PROF;2.12;2.12;Actual
20260101;I020K1;FORST;2.2;2.2;Actual
20260101;I020K1;REKR;0.0;0.0;Actual
20260101;I020K1;ADM;87.2;0.0;Actual
20260101;I020K1;TEK;16.93;0.0;Actual
20260201;I020K1;PROF;2.17;2.17;Actual
20260201;I020K1;FORST;2.1;2.1;Actual
20260201;I020K1;REKR;0.0;0.0;Actual
20260201;I020K1;ADM;85.9;0.0;Actual
20260201;I020K1;TEK;16.93;0.0;Actual
20260301;I020K1;PROF;2.15;2.15;Actual
20260301;I020K1;FORST;2.17;2.17;Actual
20260301;I020K1;REKR;0.0;0.0;Actual
20260301;I020K1;ADM;86.7;0.0;Actual
20260301;I020K1;TEK;17.35;0.0;Actual
20260401;I020K1;PROF;2.12;2.12;Actual
20260401;I020K1;FORST;2.12;2.12;Actual
20260401;I020K1;REKR;0.0;0.0;Actual
20260401;I020K1;ADM;84.7;0.0;Actual
20260401;I020K1;TEK;17.07;0.0;Actual
20260501;I020K1;PROF;2.19;2.19;Actual
20260501;I020K1;FORST;2.14;2.14;Actual
20260501;I020K1;REKR;0.0;0.0;Actual
20260501;I020K1;ADM;87.59;0.0;Actual
20260501;I020K1;TEK;17.44;0.0;Actual
20260601;I020K1;PROF;2.19;2.19;Actual
20260601;I020K1;FORST;2.11;2.11;Actual
20260601;I020K1;REKR;0.0;0.0;Actual
20260601;I020K1;ADM;84.87;0.0;Actual
20260601;I020K1;TEK;17.07;0.0;Actual
20260701;I020K1;PROF;2.22;2.22;Actual
20260701;I020K1;FORST;2.2;2.2;Actual
20260701;I020K1;REKR;0.0;0.0;Actual
20260701;I020K1;ADM;87.54;0.0;Actual
20260701;I020K1;TEK;17.74;0.0;Actual
20260801;I020K1;PROF;2.14;2.14;Actual
20260801;I020K1;FORST;2.11;2.11;Actual
20260801;I020K1;REKR;0.0;0.0;Actual
20260801;I020K1;ADM;84.85;0.0;Actual
20260801;I020K1;TEK;17.12;0.0;Actual
20260901;I020K1;PROF;2.17;2.17;Actual
20260901;I020K1;FORST;2.21;2.21;Actual
20260901;I020K1;REKR;0.0;0.0;Actual
20260901;I020K1;ADM;88.58;0.0;Actual
20260901;I020K1;TEK;17.78;0.0;Actual
20261001;I020K1;PROF;2.13;2.13;Actual
20261001;I020K1;FORST;2.18;2.18;Actual
20261001;I020K1;REKR;0.0;0.0;Actual
20261001;I020K1;ADM;85.32;0.0;Actual
20261001;I020K1;TEK;17.7;0.0;Actual
20261101;I020K1;PROF;2.16;2.16;Actual
20261101;I020K1;FORST;2.15;2.15;Actual
20261101;I020K1;REKR;0.0;0.0;Actual
20261101;I020K1;ADM;84.89;0.0;Actual
20261101;I020K1;TEK;17.09;0.0;Actual
20261201;I020K1;PROF;2.17;2.17;Actual
20261201;I020K1;FORST;2.21;2.21;Actual
20261201;I020K1;REKR;0.0;0.0;Actual
20261201;I020K1;ADM;86.24;0.0;Actual
20261201;I020K1;TEK;17.67;0.0;Actual
