DatoNokkel;Organisasjonsnokkel;Konto;Prosjekt;Belop;Tekst;TransaksjonsID;UseCasesRef
20260601;I019K1;5000;DRIFT;451243.0;Månedslønn faste ansatte;TX10532;Lønn/Drift
20260601;I019K1;5400;DRIFT;63625.26;Arbeidsgiveravgift;TX10533;Lønn/Drift
20260601;I019K1;5420;DRIFT;45124.3;Pensjonspremie SPK;TX10534;Lønn/Drift
20260601;I019K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10535;Drift/Lokaler
20260601;I019K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10536;Drift/IKT
20260601;I019K1;7130;DRIFT;21010.0;Reise og diett;TX10537;Drift/Reise
20260601;I020K1;5000;DRIFT;431276.0;Månedslønn faste ansatte;TX10538;Lønn/Drift
20260601;I020K1;5400;DRIFT;60809.92;Arbeidsgiveravgift;TX10539;Lønn/Drift
20260601;I020K1;5420;DRIFT;43127.6;Pensjonspremie SPK;TX10540;Lønn/Drift
20260601;I020K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10541;Drift/Lokaler
20260601;I020K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10542;Drift/IKT
20260601;I020K1;7130;DRIFT;8665.0;Reise og diett;TX10543;Drift/Reise
20260601;I020K1;6050;INV001;33333.33;Månedlig avskrivning serverpark (5 år);TX10544;Use Case 4: SRS 17 Avskrivning
20260701;I001K1;5000;DRIFT;453788.0;Månedslønn faste ansatte;TX10545;Lønn/Drift
20260701;I001K1;5400;DRIFT;63984.11;Arbeidsgiveravgift;TX10546;Lønn/Drift
20260701;I001K1;5420;DRIFT;45378.8;Pensjonspremie SPK;TX10547;Lønn/Drift
20260701;I001K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10548;Drift/Lokaler
20260701;I001K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10549;Drift/IKT
20260701;I001K1;7130;DRIFT;15076.0;Reise og diett;TX10550;Drift/Reise
20260701;I001K2;5100;EU001;84484.4;Prosjektlønn forsker/stipendiat;TX10551;BOA/Lønn
20260701;I001K2;6800;EU001;36207.6;Prosjektdrift og laboratoriemateriell;TX10552;BOA/Drift
20260701;I001K2;3420;EU001;-120692.0;SRS 10 Inntektsføring bidrag;TX10553;Use Case 2: SRS 10 Motsatt sammenstilling
20260701;I001K2;2180;EU001;120692.0;Reduksjon mottatt forskuddsbetaling bidrag;TX10554;Use Case 2: SRS 10 Balanse
20260701;I002K1;5000;DRIFT;433796.0;Månedslønn faste ansatte;TX10555;Lønn/Drift
20260701;I002K1;5400;DRIFT;61165.24;Arbeidsgiveravgift;TX10556;Lønn/Drift
20260701;I002K1;5420;DRIFT;43379.6;Pensjonspremie SPK;TX10557;Lønn/Drift
20260701;I002K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10558;Drift/Lokaler
20260701;I002K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10559;Drift/IKT
20260701;I002K1;7130;DRIFT;12892.0;Reise og diett;TX10560;Drift/Reise
20260701;I002K2;5100;EVU001;99527.4;Prosjektlønn forsker/stipendiat;TX10561;BOA/Lønn
20260701;I002K2;6800;EVU001;42654.6;Prosjektdrift og laboratoriemateriell;TX10562;BOA/Drift
20260701;I002K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10563;Use Case 3: SRS 9 Inntekt
20260701;I004K1;5000;DRIFT;435161.0;Månedslønn faste ansatte;TX10564;Lønn/Drift
20260701;I004K1;5400;DRIFT;61357.7;Arbeidsgiveravgift;TX10565;Lønn/Drift
20260701;I004K1;5420;DRIFT;43516.1;Pensjonspremie SPK;TX10566;Lønn/Drift
20260701;I004K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10567;Drift/Lokaler
20260701;I004K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10568;Drift/IKT
20260701;I004K1;7130;DRIFT;7806.0;Reise og diett;TX10569;Drift/Reise
20260701;I004K1;5050;DRIFT;58983.0;Overtid praksisoppfølging;TX10570;Use Case 6: Overtid/Sykdom
20260701;I004K2;5100;EVU001;95794.29999999999;Prosjektlønn forsker/stipendiat;TX10571;BOA/Lønn
20260701;I004K2;6800;EVU001;41054.7;Prosjektdrift og laboratoriemateriell;TX10572;BOA/Drift
20260701;I004K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10573;Use Case 3: SRS 9 Inntekt
20260701;I007K1;5000;DRIFT;434535.0;Månedslønn faste ansatte;TX10574;Lønn/Drift
20260701;I007K1;5400;DRIFT;61269.43;Arbeidsgiveravgift;TX10575;Lønn/Drift
20260701;I007K1;5420;DRIFT;43453.5;Pensjonspremie SPK;TX10576;Lønn/Drift
20260701;I007K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10577;Drift/Lokaler
20260701;I007K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10578;Drift/IKT
20260701;I007K1;7130;DRIFT;22455.0;Reise og diett;TX10579;Drift/Reise
20260701;I007K2;5100;EVU001;79268.7;Prosjektlønn forsker/stipendiat;TX10580;BOA/Lønn
20260701;I007K2;6800;EVU001;33972.299999999996;Prosjektdrift og laboratoriemateriell;TX10581;BOA/Drift
20260701;I007K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10582;Use Case 3: SRS 9 Inntekt
20260701;I013K1;5000;DRIFT;438414.0;Månedslønn faste ansatte;TX10583;Lønn/Drift
20260701;I013K1;5400;DRIFT;61816.37;Arbeidsgiveravgift;TX10584;Lønn/Drift
20260701;I013K1;5420;DRIFT;43841.4;Pensjonspremie SPK;TX10585;Lønn/Drift
20260701;I013K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10586;Drift/Lokaler
20260701;I013K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10587;Drift/IKT
20260701;I013K1;7130;DRIFT;20574.0;Reise og diett;TX10588;Drift/Reise
20260701;I013K2;5100;EVU001;98721.7;Prosjektlønn forsker/stipendiat;TX10589;BOA/Lønn
20260701;I013K2;6800;EVU001;42309.299999999996;Prosjektdrift og laboratoriemateriell;TX10590;BOA/Drift
20260701;I013K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10591;Use Case 3: SRS 9 Inntekt
20260701;I014K1;5000;DRIFT;440821.0;Månedslønn faste ansatte;TX10592;Lønn/Drift
20260701;I014K1;5400;DRIFT;62155.76;Arbeidsgiveravgift;TX10593;Lønn/Drift
20260701;I014K1;5420;DRIFT;44082.1;Pensjonspremie SPK;TX10594;Lønn/Drift
20260701;I014K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10595;Drift/Lokaler
20260701;I014K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10596;Drift/IKT
20260701;I014K1;7130;DRIFT;13685.0;Reise og diett;TX10597;Drift/Reise
20260701;I014K2;5100;EVU001;97706.7;Prosjektlønn forsker/stipendiat;TX10598;BOA/Lønn
20260701;I014K2;6800;EVU001;41874.299999999996;Prosjektdrift og laboratoriemateriell;TX10599;BOA/Drift
20260701;I014K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10600;Use Case 3: SRS 9 Inntekt
20260701;I016K1;5000;DRIFT;469753.0;Månedslønn faste ansatte;TX10601;Lønn/Drift
20260701;I016K1;5400;DRIFT;66235.17;Arbeidsgiveravgift;TX10602;Lønn/Drift
20260701;I016K1;5420;DRIFT;46975.3;Pensjonspremie SPK;TX10603;Lønn/Drift
20260701;I016K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10604;Drift/Lokaler
20260701;I016K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10605;Drift/IKT
20260701;I016K1;7130;DRIFT;18865.0;Reise og diett;TX10606;Drift/Reise
20260701;I016K2;5100;NFR001;83216.0;Prosjektlønn forsker/stipendiat;TX10607;BOA/Lønn
20260701;I016K2;6800;NFR001;35664.0;Prosjektdrift og laboratoriemateriell;TX10608;BOA/Drift
20260701;I016K2;3400;NFR001;-118880.0;SRS 10 Inntektsføring bidrag;TX10609;Use Case 2: SRS 10 Motsatt sammenstilling
20260701;I016K2;2180;NFR001;118880.0;Reduksjon mottatt forskuddsbetaling bidrag;TX10610;Use Case 2: SRS 10 Balanse
20260701;I017K1;5000;DRIFT;465343.0;Månedslønn faste ansatte;TX10611;Lønn/Drift
20260701;I017K1;5400;DRIFT;65613.36;Arbeidsgiveravgift;TX10612;Lønn/Drift
20260701;I017K1;5420;DRIFT;46534.3;Pensjonspremie SPK;TX10613;Lønn/Drift
20260701;I017K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10614;Drift/Lokaler
20260701;I017K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10615;Drift/IKT
20260701;I017K1;7130;DRIFT;11591.0;Reise og diett;TX10616;Drift/Reise
20260701;I017K2;5100;EVU001;87799.59999999999;Prosjektlønn forsker/stipendiat;TX10617;BOA/Lønn
20260701;I017K2;6800;EVU001;37628.4;Prosjektdrift og laboratoriemateriell;TX10618;BOA/Drift
20260701;I017K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10619;Use Case 3: SRS 9 Inntekt
20260701;I019K1;5000;DRIFT;456148.0;Månedslønn faste ansatte;TX10620;Lønn/Drift
20260701;I019K1;5400;DRIFT;64316.87;Arbeidsgiveravgift;TX10621;Lønn/Drift
20260701;I019K1;5420;DRIFT;45614.8;Pensjonspremie SPK;TX10622;Lønn/Drift
20260701;I019K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10623;Drift/Lokaler
20260701;I019K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10624;Drift/IKT
20260701;I019K1;7130;DRIFT;17236.0;Reise og diett;TX10625;Drift/Reise
20260701;I020K1;5000;DRIFT;458711.0;Månedslønn faste ansatte;TX10626;Lønn/Drift
20260701;I020K1;5400;DRIFT;64678.25;Arbeidsgiveravgift;TX10627;Lønn/Drift
20260701;I020K1;5420;DRIFT;45871.1;Pensjonspremie SPK;TX10628;Lønn/Drift
20260701;I020K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10629;Drift/Lokaler
20260701;I020K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10630;Drift/IKT
20260701;I020K1;7130;DRIFT;21959.0;Reise og diett;TX10631;Drift/Reise
20260701;I020K1;6050;INV001;33333.33;Månedlig avskrivning serverpark (5 år);TX10632;Use Case 4: SRS 17 Avskrivning
20260801;I001K1;5000;DRIFT;459588.0;Månedslønn faste ansatte;TX10633;Lønn/Drift
20260801;I001K1;5400;DRIFT;64801.91;Arbeidsgiveravgift;TX10634;Lønn/Drift
20260801;I001K1;5420;DRIFT;45958.8;Pensjonspremie SPK;TX10635;Lønn/Drift
20260801;I001K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10636;Drift/Lokaler
20260801;I001K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10637;Drift/IKT
20260801;I001K1;7130;DRIFT;8965.0;Reise og diett;TX10638;Drift/Reise
20260801;I001K2;5100;EU001;84872.2;Prosjektlønn forsker/stipendiat;TX10639;BOA/Lønn
20260801;I001K2;6800;EU001;36373.799999999996;Prosjektdrift og laboratoriemateriell;TX10640;BOA/Drift
20260801;I001K2;3420;EU001;-121246.0;SRS 10 Inntektsføring bidrag;TX10641;Use Case 2: SRS 10 Motsatt sammenstilling
20260801;I001K2;2180;EU001;121246.0;Reduksjon mottatt forskuddsbetaling bidrag;TX10642;Use Case 2: SRS 10 Balanse
20260801;I002K1;5000;DRIFT;444725.0;Månedslønn faste ansatte;TX10643;Lønn/Drift
20260801;I002K1;5400;DRIFT;62706.22;Arbeidsgiveravgift;TX10644;Lønn/Drift
20260801;I002K1;5420;DRIFT;44472.5;Pensjonspremie SPK;TX10645;Lønn/Drift
20260801;I002K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10646;Drift/Lokaler
20260801;I002K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10647;Drift/IKT
20260801;I002K1;7130;DRIFT;7098.0;Reise og diett;TX10648;Drift/Reise
20260801;I002K2;5100;EVU001;89009.2;Prosjektlønn forsker/stipendiat;TX10649;BOA/Lønn
20260801;I002K2;6800;EVU001;38146.799999999996;Prosjektdrift og laboratoriemateriell;TX10650;BOA/Drift
20260801;I002K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10651;Use Case 3: SRS 9 Inntekt
20260801;I004K1;5000;DRIFT;431378.0;Månedslønn faste ansatte;TX10652;Lønn/Drift
20260801;I004K1;5400;DRIFT;60824.3;Arbeidsgiveravgift;TX10653;Lønn/Drift
20260801;I004K1;5420;DRIFT;43137.8;Pensjonspremie SPK;TX10654;Lønn/Drift
20260801;I004K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10655;Drift/Lokaler
20260801;I004K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10656;Drift/IKT
20260801;I004K1;7130;DRIFT;24277.0;Reise og diett;TX10657;Drift/Reise
20260801;I004K1;5050;DRIFT;53150.0;Overtid praksisoppfølging;TX10658;Use Case 6: Overtid/Sykdom
20260801;I004K2;5100;EVU001;84056.0;Prosjektlønn forsker/stipendiat;TX10659;BOA/Lønn
20260801;I004K2;6800;EVU001;36024.0;Prosjektdrift og laboratoriemateriell;TX10660;BOA/Drift
20260801;I004K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10661;Use Case 3: SRS 9 Inntekt
20260801;I007K1;5000;DRIFT;468564.0;Månedslønn faste ansatte;TX10662;Lønn/Drift
20260801;I007K1;5400;DRIFT;66067.52;Arbeidsgiveravgift;TX10663;Lønn/Drift
20260801;I007K1;5420;DRIFT;46856.4;Pensjonspremie SPK;TX10664;Lønn/Drift
20260801;I007K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10665;Drift/Lokaler
20260801;I007K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10666;Drift/IKT
20260801;I007K1;7130;DRIFT;12216.0;Reise og diett;TX10667;Drift/Reise
20260801;I007K2;5100;EVU001;73829.7;Prosjektlønn forsker/stipendiat;TX10668;BOA/Lønn
20260801;I007K2;6800;EVU001;31641.3;Prosjektdrift og laboratoriemateriell;TX10669;BOA/Drift
20260801;I007K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10670;Use Case 3: SRS 9 Inntekt
20260801;I013K1;5000;DRIFT;434652.0;Månedslønn faste ansatte;TX10671;Lønn/Drift
20260801;I013K1;5400;DRIFT;61285.93;Arbeidsgiveravgift;TX10672;Lønn/Drift
20260801;I013K1;5420;DRIFT;43465.2;Pensjonspremie SPK;TX10673;Lønn/Drift
20260801;I013K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10674;Drift/Lokaler
20260801;I013K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10675;Drift/IKT
20260801;I013K1;7130;DRIFT;6929.0;Reise og diett;TX10676;Drift/Reise
20260801;I013K2;5100;EVU001;84002.09999999999;Prosjektlønn forsker/stipendiat;TX10677;BOA/Lønn
20260801;I013K2;6800;EVU001;36000.9;Prosjektdrift og laboratoriemateriell;TX10678;BOA/Drift
20260801;I013K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10679;Use Case 3: SRS 9 Inntekt
20260801;I014K1;5000;DRIFT;434417.0;Månedslønn faste ansatte;TX10680;Lønn/Drift
20260801;I014K1;5400;DRIFT;61252.8;Arbeidsgiveravgift;TX10681;Lønn/Drift
20260801;I014K1;5420;DRIFT;43441.7;Pensjonspremie SPK;TX10682;Lønn/Drift
20260801;I014K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10683;Drift/Lokaler
20260801;I014K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10684;Drift/IKT
20260801;I014K1;7130;DRIFT;6029.0;Reise og diett;TX10685;Drift/Reise
20260801;I014K2;5100;EVU001;88657.79999999999;Prosjektlønn forsker/stipendiat;TX10686;BOA/Lønn
20260801;I014K2;6800;EVU001;37996.2;Prosjektdrift og laboratoriemateriell;TX10687;BOA/Drift
20260801;I014K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10688;Use Case 3: SRS 9 Inntekt
20260801;I016K1;5000;DRIFT;434643.0;Månedslønn faste ansatte;TX10689;Lønn/Drift
20260801;I016K1;5400;DRIFT;61284.66;Arbeidsgiveravgift;TX10690;Lønn/Drift
20260801;I016K1;5420;DRIFT;43464.3;Pensjonspremie SPK;TX10691;Lønn/Drift
20260801;I016K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10692;Drift/Lokaler
20260801;I016K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10693;Drift/IKT
20260801;I016K1;7130;DRIFT;21847.0;Reise og diett;TX10694;Drift/Reise
20260801;I016K1;2080;DRIFT;-2400000.0;Avsetning ubenyttet rammebevilgning (F-05-20 > 5%);TX10695;Use Case 1: F-05-20 Avsetning
20260801;I016K2;5100;NFR001;84417.9;Prosjektlønn forsker/stipendiat;TX10696;BOA/Lønn
20260801;I016K2;6800;NFR001;36179.1;Prosjektdrift og laboratoriemateriell;TX10697;BOA/Drift
20260801;I016K2;3400;NFR001;-120597.0;SRS 10 Inntektsføring bidrag;TX10698;Use Case 2: SRS 10 Motsatt sammenstilling
20260801;I016K2;2180;NFR001;120597.0;Reduksjon mottatt forskuddsbetaling bidrag;TX10699;Use Case 2: SRS 10 Balanse
20260801;I017K1;5000;DRIFT;448250.0;Månedslønn faste ansatte;TX10700;Lønn/Drift
20260801;I017K1;5400;DRIFT;63203.25;Arbeidsgiveravgift;TX10701;Lønn/Drift
20260801;I017K1;5420;DRIFT;44825.0;Pensjonspremie SPK;TX10702;Lønn/Drift
20260801;I017K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10703;Drift/Lokaler
20260801;I017K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10704;Drift/IKT
20260801;I017K1;7130;DRIFT;20906.0;Reise og diett;TX10705;Drift/Reise
20260801;I017K2;5100;EVU001;83328.0;Prosjektlønn forsker/stipendiat;TX10706;BOA/Lønn
20260801;I017K2;6800;EVU001;35712.0;Prosjektdrift og laboratoriemateriell;TX10707;BOA/Drift
20260801;I017K2;3450;EVU001;-110000.0;Oppdragsfaktura EVU;TX10708;Use Case 3: SRS 9 Inntekt
20260801;I019K1;5000;DRIFT;465339.0;Månedslønn faste ansatte;TX10709;Lønn/Drift
20260801;I019K1;5400;DRIFT;65612.8;Arbeidsgiveravgift;TX10710;Lønn/Drift
20260801;I019K1;5420;DRIFT;46533.9;Pensjonspremie SPK;TX10711;Lønn/Drift
20260801;I019K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10712;Drift/Lokaler
20260801;I019K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10713;Drift/IKT
20260801;I019K1;7130;DRIFT;9335.0;Reise og diett;TX10714;Drift/Reise
20260801;I020K1;5000;DRIFT;477405.0;Månedslønn faste ansatte;TX10715;Lønn/Drift
20260801;I020K1;5400;DRIFT;67314.1;Arbeidsgiveravgift;TX10716;Lønn/Drift
20260801;I020K1;5420;DRIFT;47740.5;Pensjonspremie SPK;TX10717;Lønn/Drift
20260801;I020K1;6300;DRIFT;85000.0;Husleie og lokaler;TX10718;Drift/Lokaler
20260801;I020K1;6420;DRIFT;25000.0;IKT lisenser og datasystemer;TX10719;Drift/IKT
20260801;I020K1;7130;DRIFT;23711.0;Reise og diett;TX10720;Drift/Reise
20260801;I020K1;6050;INV001;33333.33;Månedlig avskrivning serverpark (5 år);TX10721;Use Case 4: SRS 17 Avskrivning
